Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"Kc,Jd",,0.35,0.58,0.06,4.97,5975680,53.3075,35.368,4.0674,1.5868,0.6585,0.0,0.0905,0.0092,0.0,0.0
"Kc,Jd",13x,0.31,0.61,0.06,-0.61,379600,56.590300000000006,32.990199999999994,3.2441999999999998,1.1983000000000001,0.6855,0.0,0.0489,0.006,0.0,0.0
"Kc,Jd","13x,13x",0.27,0.65,0.07,-6.02,-5030920,60.23,30.127599999999997,2.2929999999999997,1.0331,0.7557,0.0,0.019799999999999998,0.0056,0.0,0.0
"Kc,Jd","13x,13x,13x",0.22,0.7,0.07,-11.74,-10747800,64.40129999999999,26.5992,1.2361,1.0844,0.7776,0.0,0.0,0.0059,0.0,0.0
"Kc,Jd",2x,0.36,0.57,0.06,6.02,7024480,52.7538,36.2106,4.1392999999999995,1.6327999999999998,0.6918,0.0,0.09330000000000001,0.0097,0.0,0.0
"Kc,Jd","2x,14x,3x",0.37,0.55,0.06,7.65,8650480,51.7695,37.191,4.3796,1.712,0.7083,0.0,0.11069999999999999,0.0114,0.0,0.0
"Kc,Jd","2x,14x,3x,12x,4x,10x",0.38,0.54,0.07,9.86,10867880,50.5753,38.1984,4.7723,1.9207999999999998,0.47939999999999994,0.0,0.1386,0.0167,0.0,0.0
"Kc,Jd","2x,14x,3x,12x,4x,10x,5x,9x",0.4,0.53,0.06,11.93,12938360,49.669999999999995,39.2059,5.0319,2.0431999999999997,0.46740000000000004,0.0,0.15839999999999999,0.016,0.0,0.0
"Kc,Jd","2x,14x,3x,12x,4x,10x,5x,9x,6x,8x",0.42,0.52,0.05,14.22,15226180,48.6374,39.3159,5.3245000000000005,2.205,0.5476,0.0,0.18,0.0218,0.0,0.0
