Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"Jc,3c",,0.2,0.74,0.05,-6.45,354650,32.893,31.372,3.547,1.3679999999999999,0.0,0.832,0.099,0.011000000000000001,0.0,0.0
"Jc,2c",,0.2,0.74,0.05,-6.34,365660,33.147999999999996,31.072,3.542,1.474,0.0,0.828,0.08499999999999999,0.01,0.0,0.0
"10c,9c",,0.11,0.64,0.23,-3.29,670290,29.526999999999997,29.456,3.594,1.379,1.295,0.781,0.095,0.006999999999999999,0.02,0.0
"10c,8c",,0.11,0.65,0.23,-3.64,635850,29.786,29.107,3.459,1.422,1.001,0.843,0.087,0.012,0.023,0.0
"10c,7c",,0.1,0.65,0.23,-5.4,459500,29.828,29.041,3.562,1.333,0.621,0.831,0.107,0.002,0.01,0.0
"10c,6c",,0.1,0.66,0.23,-5.94,405600,30.318,29.261,3.438,1.379,0.332,0.918,0.093,0.016,0.001,0.0
"10c,5c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"10c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"10c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"10c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"9c,8c",,0.11,0.65,0.23,-3.25,674880,29.705,29.110000000000003,3.553,1.414,1.057,0.8420000000000001,0.10200000000000001,0.009000000000000001,0.023,0.0
"9c,7c",,0.11,0.65,0.23,-4.4,559630,29.92,29.128,3.504,1.388,0.776,0.7979999999999999,0.098,0.012,0.018000000000000002,0.0
"9c,6c",,0.1,0.65,0.23,-5.5,449160,30.005,29.476999999999997,3.45,1.363,0.436,0.8330000000000001,0.08800000000000001,0.012,0.011000000000000001,0.0
"9c,5c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"9c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"9c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"9c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"8c,7c",,0.11,0.65,0.23,-4.1,589440,29.898000000000003,29.25,3.4299999999999997,1.384,0.7939999999999999,0.849,0.08800000000000001,0.01,0.023,0.0
"8c,6c",,0.1,0.65,0.23,-5.69,430770,30.064999999999998,29.486,3.5060000000000002,1.402,0.451,0.822,0.095,0.003,0.009000000000000001,0.0
"8c,5c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"8c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"8c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"8c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7c,6c",,0.1,0.65,0.23,-5.08,491560,29.969,29.469,3.544,1.438,0.482,0.7929999999999999,0.083,0.013999999999999999,0.013,0.0
"7c,5c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"6c,5c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"6c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"6c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"6c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5c,4c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4c,3c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3c,2c",,0.0,1.0,0.0,-9.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
