Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"10c,9d",,0.12,0.57,0.3,-13.23,-12233400,52.5513,35.5257,4.0337,1.5944,1.3062,0.0,0.0911,0.011000000000000001,0.0,0.0
"10c,9d",11x,0.11,0.57,0.31,-13.5,-12506320,52.2408,35.6656,4.148899999999999,1.6204,1.1256,0.0,0.0962,0.0113,0.0,0.0
"10c,9d","11x,14x,13x",0.11,0.56,0.32,-13.17,-12177280,51.3193,35.783,4.3713,1.7285,1.2125000000000001,0.0,0.1106,0.0121,0.0,0.0
"10c,9d","11x,14x,13x,12x,11x,14x",0.1,0.55,0.34,-12.66,-11666920,49.5207,36.283100000000005,4.875,1.9622000000000002,1.0605,0.0,0.1355,0.0164,0.0,0.0
"10c,9d","11x,14x,13x,12x,11x,14x,13x,12x",0.09,0.54,0.35,-12.02,-11028920,47.976600000000005,36.6836,5.255,2.1088,1.0669,0.0,0.16019999999999998,0.0182,0.0,0.0
"10c,9d","11x,14x,13x,12x,11x,14x,13x,12x,11x,14x",0.1,0.53,0.36,-11.02,-10025840,45.9539,37.4605,5.8087,2.3573,0.9393,0.0,0.1787,0.019799999999999998,0.0,0.0
