Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"Ks,Kc",,1.0,0.0,0.0,62.38,624829760,0.0,71.84734,16.171,10.7605,0.0,0.0,0.97866,0.2425,0.0,0.0
"Ks,Qc",,0.35,0.58,0.06,-4.81,-47117440,53.22772,35.508849999999995,4.03864,1.5721800000000001,0.6536,0.0,0.09108999999999999,0.009720000000000001,0.0,0.0
"Kc,Qc",,0.36,0.57,0.06,-1.32,-12226880,52.38669,35.4952,4.04172,1.5784900000000002,0.64169,0.83515,0.09213,0.01061,0.00515,0.00472
"Ks,9c",,0.23,0.58,0.18,-10.34,-102489880,53.55489,35.4874,4.05208,1.57266,0.32724,0.0,0.09157,0.01019,0.0,0.0
"Kc,9c",,0.24,0.57,0.18,-7.79,-76985960,52.69894000000001,35.50982,4.0475900000000005,1.5758,0.32248,0.83673,0.09085,0.0102,0.00507,0.0
"Ks,5c",,0.22,0.71,0.06,-15.9,-158072440,53.881440000000005,23.248369999999998,4.04596,1.5765500000000001,0.0,0.0,0.09269000000000001,0.00976,0.0,0.0
"Kc,5c",,0.23,0.7,0.06,-13.55,-134606720,53.061040000000006,23.26325,4.03577,1.5699500000000002,0.0,0.84045,0.09107,0.01005,0.0,0.0
"9s,9c",,0.28,0.0,0.71,33.73,338369160,0.0,71.82511000000001,16.17576,10.76989,0.0,0.0,0.98295,0.24629,0.0,0.0
"9s,8c",,0.12,0.57,0.3,-13.3,-132069760,52.566900000000004,35.53296,4.0238700000000005,1.5705299999999998,1.30517,0.0,0.09174,0.00993,0.0,0.0
"9c,8c",,0.12,0.56,0.3,-10.21,-101136680,51.75664,35.5027,4.04792,1.5689000000000002,1.28186,0.81916,0.09214,0.01035,0.02047,0.0
"9s,5c",,0.11,0.7,0.18,-20.15,-200602400,53.57037999999999,23.27018,4.042409999999999,1.5649199999999999,0.32667,0.0,0.09166,0.00983,0.0,0.0
"9c,5c",,0.11,0.69,0.18,-17.62,-175254720,52.72713999999999,23.23392,4.04509,1.5649799999999998,0.32239,0.83676,0.09179999999999999,0.010230000000000001,0.00508,0.0
"5s,5c",,0.28,0.71,0.0,4.87,49729440,0.0,0.0,16.14047,10.765189999999999,0.0,0.0,0.97663,0.24286,0.0,0.0
"5s,4c",,0.12,0.82,0.06,-23.11,-230137960,52.59684,11.00902,4.04285,1.5642099999999999,1.30209,0.0,0.09187000000000001,0.00993,0.0,0.0
"5c,4c",,0.12,0.81,0.06,-20.18,-200895040,51.75594,11.03125,4.03079,1.57241,1.28565,0.82673,0.09169,0.01013,0.01556,0.0
