Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"5c,4c",,0.17,0.8,0.03,-17.99,998200,49.0,12.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
"5c,4c",Xc,0.17,0.76,0.07,-17.99,998200,51.0,16.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
"5c,4c","Xc,Xc,Xc",0.08,0.87,0.05,-25.59,997440,59.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
"5c,4c","Xc,Xc,Xc,Xc,Xc,Xc",0.11,0.82,0.07,-23.19,997680,62.0,11.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"5c,4c",Jd,0.14,0.77,0.09,-17.59,998240,46.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
"5c,4c","Jd,10d,9d",0.17,0.77,0.06,-13.19,998680,46.0,14.000000000000002,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s",0.14,0.81,0.05,-18.79,998120,50.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s,3s,6h",0.16,0.83,0.01,-15.99,998400,42.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s,3s,6h,2h,Jh",0.16,0.8,0.04,-15.19,998480,46.0,10.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
