Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"10c,6d",,0.09,0.68,0.22,-8.92,-7926140,28.0123,26.4002,3.2772,1.3306,0.3281,0.0,0.0909,0.0109,0.0,0.0
"10c,6d",10x,0.08,0.71,0.2,-12.06,-11068210,29.9879,24.532899999999998,2.609,0.9852,0.3442,0.0,0.048799999999999996,0.0059,0.0,0.0
"10c,6d","10x,10x",0.08,0.74,0.17,-14.58,-13586650,31.8228,22.5278,1.8338,0.8326999999999999,0.3756,0.0,0.018699999999999998,0.0057,0.0,0.0
"10c,6d","10x,10x,10x",0.07,0.77,0.15,-16.82,-15827960,33.8977,20.16,0.9212,0.9001,0.39940000000000003,0.0,0.0,0.0065,0.0,0.0
"10c,6d","10x,6x",0.07,0.74,0.17,-14.95,-13956220,31.8562,22.501099999999997,2.0557,0.6049,0.3713,0.0,0.0239,0.0,0.0,0.0
"10c,6d","10x,6x,10x,6x",0.07,0.81,0.11,-19.64,-18646680,36.2083,17.3626,0.9233,0.1912,0.4134,0.0,0.0,0.0,0.0,0.0
"10c,6d",2x,0.09,0.67,0.22,-8.32,-7328750,28.6306,27.291500000000003,3.4379,1.3793,0.3433,0.0,0.0977,0.0105,0.0,0.0
"10c,6d","2x,14x,3x",0.09,0.66,0.23,-7.31,-6313290,28.216,27.975,3.6934,1.4761,0.39690000000000003,0.0,0.1083,0.012899999999999998,0.0,0.0
"10c,6d","2x,14x,3x,12x,4x,11x",0.09,0.65,0.25,-5.74,-4750210,26.9132,28.488400000000002,4.0396,1.6716000000000002,0.4838,0.0,0.1428,0.016,0.0,0.0
"10c,6d","2x,14x,3x,12x,4x,11x,5x,9x",0.1,0.63,0.25,-4.58,-3588190,27.0345,29.5497,4.2705,1.8242999999999998,0.4255,0.0,0.15410000000000001,0.0167,0.0,0.0
"10c,6d","2x,14x,3x,12x,4x,11x,5x,9x,7x,8x",0.1,0.63,0.25,-3.63,-2635070,26.2836,29.3385,4.4312,1.9272999999999998,0.27499999999999997,0.0,0.1833,0.019200000000000002,0.0,0.0
