Player's hand,Other player's cards,Win %,Lose %,Push %,Avg profit $,Ending bankroll $,High Card %,Pair %,Two Pair %,Trips %,Straight %,Flush %,Full House %,Quads %,Straight Flush %,Royal Flush %
"5c,4c",,0.12,0.8,0.06,-19.05,809440,51.470000000000006,11.33,4.12,1.79,1.25,0.79,0.09,0.0,0.04,0.0
"5c,4c",Jc,0.12,0.81,0.06,-20.52,794760,51.190000000000005,10.99,4.19,1.73,1.4500000000000002,0.45999999999999996,0.11,0.02,0.01,0.0
"5c,4c","Jc,10c,9c",0.13,0.81,0.05,-19.48,805160,50.42,9.879999999999999,4.61,1.68,1.5599999999999998,0.43,0.13,0.02,0.03,0.0
"5c,4c","Jc,10c,9c,8c,Ac,8c",0.13,0.81,0.05,-19.95,800400,49.25,10.11,4.68,1.87,1.6400000000000001,0.18,0.15,0.01,0.02,0.0
"5c,4c",Jd,0.13,0.8,0.06,-19.13,808600,50.839999999999996,11.129999999999999,4.16,1.8800000000000001,1.47,0.96,0.11,0.01,0.01,0.0
"5c,4c","Jd,10d,9d",0.14,0.8,0.05,-18.12,818760,49.66,10.91,4.31,1.79,1.79,1.0699999999999998,0.06999999999999999,0.01,0.01,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s",0.14,0.8,0.04,-17.05,829480,47.72,9.139999999999999,5.07,2.04,1.58,1.26,0.16,0.0,0.02,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s,3s,6h",0.14,0.8,0.04,-16.49,835040,47.93,10.05,4.81,1.87,1.09,1.25,0.13999999999999999,0.02,0.05,0.0
"5c,4c","Jd,10d,9d,8d,Ad,8s,3s,6h,2h,Jh",0.16,0.78,0.05,-11.64,883520,46.089999999999996,9.94,5.53,2.29,1.27,1.8900000000000001,0.16,0.02,0.08,0.0
